GAME_DATE,HOME_TEAM_ABBREVIATION,AWAY_TEAM_ABBREVIATION,SEASON_TYPE
2025-04-11,1610612754,1610612753,Regular Season
2025-04-11,1610612755,1610612737,Regular Season
2025-04-11,1610612756,1610612759,Regular Season
2025-04-11,1610612757,1610612744,Regular Season
2025-04-11,1610612758,1610612746,Regular Season
2025-04-11,1610612762,1610612760,Regular Season
2025-04-11,1610612765,1610612749,Regular Season
2025-04-13,1610612737,1610612753,Regular Season
2025-04-13,1610612738,1610612766,Regular Season
2025-04-13,1610612739,1610612754,Regular Season
2025-04-13,1610612740,1610612760,Regular Season
2025-04-13,1610612744,1610612746,Regular Season
2025-04-13,1610612745,1610612743,Regular Season
2025-04-13,1610612748,1610612764,Regular Season
2025-04-13,1610612749,1610612765,Regular Season
2025-04-13,1610612750,1610612762,Regular Season
2025-04-13,1610612751,1610612752,Regular Season
2025-04-13,1610612755,1610612741,Regular Season
2025-04-13,1610612757,1610612747,Regular Season
2025-04-13,1610612758,1610612756,Regular Season
2025-04-13,1610612759,1610612761,Regular Season
2025-04-13,1610612763,1610612742,Regular Season
2025-04-19,1610612743,1610612746,Playoffs
2025-04-19,1610612747,1610612750,Playoffs
2025-04-19,1610612752,1610612765,Playoffs
2025-04-19,1610612754,1610612749,Playoffs
2025-04-20,1610612738,1610612753,Playoffs
2025-04-20,1610612739,1610612748,Playoffs
2025-04-20,1610612745,1610612744,Playoffs
2025-04-20,1610612760,1610612763,Playoffs
2025-04-21,1610612743,1610612746,Playoffs
2025-04-21,1610612752,1610612765,Playoffs
2025-04-22,1610612747,1610612750,Playoffs
2025-04-22,1610612754,1610612749,Playoffs
2025-04-22,1610612760,1610612763,Playoffs
2025-04-23,1610612738,1610612753,Playoffs
2025-04-23,1610612739,1610612748,Playoffs
2025-04-23,1610612745,1610612744,Playoffs
2025-04-24,1610612746,1610612743,Playoffs
2025-04-24,1610612763,1610612760,Playoffs
2025-04-24,1610612765,1610612752,Playoffs
2025-04-25,1610612749,1610612754,Playoffs
2025-04-25,1610612750,1610612747,Playoffs
2025-04-25,1610612753,1610612738,Playoffs
2025-04-26,1610612744,1610612745,Playoffs
2025-04-26,1610612746,1610612743,Playoffs
2025-04-26,1610612748,1610612739,Playoffs
2025-04-26,1610612763,1610612760,Playoffs
2025-04-27,1610612749,1610612754,Playoffs
2025-04-27,1610612750,1610612747,Playoffs
2025-04-27,1610612753,1610612738,Playoffs
2025-04-27,1610612765,1610612752,Playoffs
2025-04-28,1610612744,1610612745,Playoffs
2025-04-28,1610612748,1610612739,Playoffs
2025-04-29,1610612738,1610612753,Playoffs
2025-04-29,1610612743,1610612746,Playoffs
2025-04-29,1610612752,1610612765,Playoffs
2025-04-29,1610612754,1610612749,Playoffs
2025-04-30,1610612745,1610612744,Playoffs
2025-04-30,1610612747,1610612750,Playoffs
2025-05-01,1610612746,1610612743,Playoffs
2025-05-01,1610612765,1610612752,Playoffs
2025-05-02,1610612744,1610612745,Playoffs
2025-05-03,1610612743,1610612746,Playoffs
2025-05-04,1610612739,1610612754,Playoffs
2025-05-04,1610612745,1610612744,Playoffs
2025-05-05,1610612738,1610612752,Playoffs
2025-05-05,1610612760,1610612743,Playoffs
2025-05-06,1610612739,1610612754,Playoffs
2025-05-06,1610612750,1610612744,Playoffs
2025-05-07,1610612738,1610612752,Playoffs
2025-05-07,1610612760,1610612743,Playoffs
2025-05-08,1610612750,1610612744,Playoffs
2025-05-09,1610612743,1610612760,Playoffs
2025-05-09,1610612754,1610612739,Playoffs
2025-05-10,1610612744,1610612750,Playoffs
2025-05-10,1610612752,1610612738,Playoffs
2025-05-11,1610612743,1610612760,Playoffs
2025-05-11,1610612754,1610612739,Playoffs
2025-05-12,1610612744,1610612750,Playoffs
2025-05-12,1610612752,1610612738,Playoffs
2025-05-13,1610612739,1610612754,Playoffs
2025-05-13,1610612760,1610612743,Playoffs
2025-05-14,1610612738,1610612752,Playoffs
2025-05-14,1610612750,1610612744,Playoffs
2025-05-15,1610612743,1610612760,Playoffs
2025-05-16,1610612752,1610612738,Playoffs
2025-05-18,1610612760,1610612743,Playoffs
2025-05-20,1610612760,1610612750,Playoffs
2025-05-21,1610612752,1610612754,Playoffs
2025-05-22,1610612760,1610612750,Playoffs
2025-05-23,1610612752,1610612754,Playoffs
2025-05-24,1610612750,1610612760,Playoffs
2025-05-25,1610612754,1610612752,Playoffs
2025-05-26,1610612750,1610612760,Playoffs
2025-05-27,1610612754,1610612752,Playoffs
2025-05-28,1610612760,1610612750,Playoffs
2025-05-29,1610612752,1610612754,Playoffs
2025-05-31,1610612754,1610612752,Playoffs
2025-06-05,1610612760,1610612754,Playoffs
2025-06-08,1610612760,1610612754,Playoffs
2025-06-11,1610612754,1610612760,Playoffs
2025-06-13,1610612754,1610612760,Playoffs
2025-06-16,1610612760,1610612754,Playoffs
2025-06-19,1610612754,1610612760,Playoffs
2025-06-22,1610612760,1610612754,Playoffs
